Datetime,Hash,Parent,Author,Commit Msg,Filepath,Filename,Removed Test Case
08/02/2013 11:28:34,"=HYPERLINK(""https://github.com/jfree/jfreechart/commit/faf54131eea23c3297c70c82e1b9cc49557dc1fa"", ""faf54131eea23c3297c70c82e1b9cc49557dc1fa"")","=HYPERLINK(""https://github.com/jfree/jfreechart/commit/16a304ac522cc8085efb67e0e8dfe3312249f3db"", ""16a304ac522cc8085efb67e0e8dfe3312249f3db"")",jfree@users.noreply.github.com,Test classes renamed.,tests/org/jfree/chart/AreaChartTests.java,AreaChartTest.java,suite
08/02/2013 11:28:34,"=HYPERLINK(""https://github.com/jfree/jfreechart/commit/faf54131eea23c3297c70c82e1b9cc49557dc1fa"", ""faf54131eea23c3297c70c82e1b9cc49557dc1fa"")","=HYPERLINK(""https://github.com/jfree/jfreechart/commit/16a304ac522cc8085efb67e0e8dfe3312249f3db"", ""16a304ac522cc8085efb67e0e8dfe3312249f3db"")",jfree@users.noreply.github.com,Test classes renamed.,tests/org/jfree/chart/AreaChartTests.java,AreaChartTest.java,AreaChartTests
08/02/2013 11:28:34,"=HYPERLINK(""https://github.com/jfree/jfreechart/commit/faf54131eea23c3297c70c82e1b9cc49557dc1fa"", ""faf54131eea23c3297c70c82e1b9cc49557dc1fa"")","=HYPERLINK(""https://github.com/jfree/jfreechart/commit/16a304ac522cc8085efb67e0e8dfe3312249f3db"", ""16a304ac522cc8085efb67e0e8dfe3312249f3db"")",jfree@users.noreply.github.com,Test classes renamed.,tests/org/jfree/chart/AreaChartTests.java,AreaChartTest.java,setUp
08/02/2013 11:28:34,"=HYPERLINK(""https://github.com/jfree/jfreechart/commit/faf54131eea23c3297c70c82e1b9cc49557dc1fa"", ""faf54131eea23c3297c70c82e1b9cc49557dc1fa"")","=HYPERLINK(""https://github.com/jfree/jfreechart/commit/16a304ac522cc8085efb67e0e8dfe3312249f3db"", ""16a304ac522cc8085efb67e0e8dfe3312249f3db"")",jfree@users.noreply.github.com,Test classes renamed.,tests/org/jfree/chart/AreaChartTests.java,AreaChartTest.java,testSetSeriesToolTipGenerator
08/02/2013 11:28:34,"=HYPERLINK(""https://github.com/jfree/jfreechart/commit/faf54131eea23c3297c70c82e1b9cc49557dc1fa"", ""faf54131eea23c3297c70c82e1b9cc49557dc1fa"")","=HYPERLINK(""https://github.com/jfree/jfreechart/commit/16a304ac522cc8085efb67e0e8dfe3312249f3db"", ""16a304ac522cc8085efb67e0e8dfe3312249f3db"")",jfree@users.noreply.github.com,Test classes renamed.,tests/org/jfree/chart/AreaChartTests.java,AreaChartTest.java,testSetSeriesURLGenerator
08/02/2013 11:28:34,"=HYPERLINK(""https://github.com/jfree/jfreechart/commit/faf54131eea23c3297c70c82e1b9cc49557dc1fa"", ""faf54131eea23c3297c70c82e1b9cc49557dc1fa"")","=HYPERLINK(""https://github.com/jfree/jfreechart/commit/16a304ac522cc8085efb67e0e8dfe3312249f3db"", ""16a304ac522cc8085efb67e0e8dfe3312249f3db"")",jfree@users.noreply.github.com,Test classes renamed.,tests/org/jfree/chart/AreaChartTests.java,AreaChartTest.java,testDrawWithNullInfo
08/02/2013 11:28:34,"=HYPERLINK(""https://github.com/jfree/jfreechart/commit/faf54131eea23c3297c70c82e1b9cc49557dc1fa"", ""faf54131eea23c3297c70c82e1b9cc49557dc1fa"")","=HYPERLINK(""https://github.com/jfree/jfreechart/commit/16a304ac522cc8085efb67e0e8dfe3312249f3db"", ""16a304ac522cc8085efb67e0e8dfe3312249f3db"")",jfree@users.noreply.github.com,Test classes renamed.,tests/org/jfree/chart/AreaChartTests.java,AreaChartTest.java,testReplaceDataset
08/02/2013 11:28:34,"=HYPERLINK(""https://github.com/jfree/jfreechart/commit/faf54131eea23c3297c70c82e1b9cc49557dc1fa"", ""faf54131eea23c3297c70c82e1b9cc49557dc1fa"")","=HYPERLINK(""https://github.com/jfree/jfreechart/commit/16a304ac522cc8085efb67e0e8dfe3312249f3db"", ""16a304ac522cc8085efb67e0e8dfe3312249f3db"")",jfree@users.noreply.github.com,Test classes renamed.,tests/org/jfree/chart/AreaChartTests.java,AreaChartTest.java,createAreaChart
08/02/2013 11:28:34,"=HYPERLINK(""https://github.com/jfree/jfreechart/commit/faf54131eea23c3297c70c82e1b9cc49557dc1fa"", ""faf54131eea23c3297c70c82e1b9cc49557dc1fa"")","=HYPERLINK(""https://github.com/jfree/jfreechart/commit/16a304ac522cc8085efb67e0e8dfe3312249f3db"", ""16a304ac522cc8085efb67e0e8dfe3312249f3db"")",jfree@users.noreply.github.com,Test classes renamed.,tests/org/jfree/chart/AreaChartTests.java,AreaChartTest.java,chartChanged
08/02/2013 11:28:34,"=HYPERLINK(""https://github.com/jfree/jfreechart/commit/faf54131eea23c3297c70c82e1b9cc49557dc1fa"", ""faf54131eea23c3297c70c82e1b9cc49557dc1fa"")","=HYPERLINK(""https://github.com/jfree/jfreechart/commit/16a304ac522cc8085efb67e0e8dfe3312249f3db"", ""16a304ac522cc8085efb67e0e8dfe3312249f3db"")",jfree@users.noreply.github.com,Test classes renamed.,tests/org/jfree/chart/BarChart3DTests.java,BarChart3DTest.java,suite
