Datetime,Hash,Parent,Author,Commit Msg,Filepath,Filename,Removed Test Case
08/02/2013 11:28:34,"=HYPERLINK(""https://github.com/jfree/jfreechart/commit/faf54131eea23c3297c70c82e1b9cc49557dc1fa"", ""faf54131eea23c3297c70c82e1b9cc49557dc1fa"")","=HYPERLINK(""https://github.com/jfree/jfreechart/commit/16a304ac522cc8085efb67e0e8dfe3312249f3db"", ""16a304ac522cc8085efb67e0e8dfe3312249f3db"")",jfree@users.noreply.github.com,Test classes renamed.,tests/org/jfree/chart/AreaChartTests.java,AreaChartTest.java,suite
,,,,,,,AreaChartTests
,,,,,,,setUp
,,,,,,,testSetSeriesToolTipGenerator
,,,,,,,testSetSeriesURLGenerator
,,,,,,,testDrawWithNullInfo
,,,,,,,testReplaceDataset
,,,,,,,createAreaChart
,,,,,,,chartChanged
,,,,,tests/org/jfree/chart/BarChart3DTests.java,BarChart3DTest.java,suite
,,,,,,,BarChart3DTests
,,,,,,,setUp
,,,,,,,testDrawWithNullInfo
,,,,,,,testReplaceDataset
,,,,,,,testSetSeriesToolTipGenerator
,,,,,,,testSetSeriesURLGenerator
,,,,,,,createBarChart3D
,,,,,,,chartChanged
,,,,,tests/org/jfree/chart/BarChartTests.java,BarChartTest.java,suite
,,,,,,,BarChartTests
,,,,,,,setUp
,,,,,,,testDrawWithNullInfo
,,,,,,,testReplaceDataset
,,,,,,,testSetSeriesToolTipGenerator
,,,,,,,testSetSeriesURLGenerator
,,,,,,,createBarChart
,,,,,,,chartChanged
,,,,,tests/org/jfree/chart/ChartPanelTests.java,ChartPanelTest.java,chartChanged
,,,,,,,suite
,,,,,,,ChartPanelTests
,,,,,,,testConstructor1
,,,,,,,testSetChart
,,,,,,,testGetListeners
,,,,,,,chartMouseClicked
,,,,,,,chartMouseMoved
,,,,,,,test2502355_zoom
,,,,,,,test2502355_zoomInBoth
,,,,,,,test2502355_zoomOutBoth
,,,,,,,test2502355_restoreAutoBounds
,,,,,,,test2502355_zoomInDomain
,,,,,,,test2502355_zoomInRange
,,,,,,,test2502355_zoomOutDomain
,,,,,,,test2502355_zoomOutRange
,,,,,,,test2502355_restoreAutoDomainBounds
,,,,,,,test2502355_restoreAutoRangeBounds
,,,,,,,testSetMouseWheelEnabled
,,,,,tests/org/jfree/chart/ChartRenderingInfoTests.java,ChartRenderingInfoTest.java,suite
,,,,,,,ChartRenderingInfoTests
,,,,,,,testEquals
,,,,,,,testCloning
,,,,,,,testSerialization
,,,,,,,testSerialization2
,,,,,tests/org/jfree/chart/GanttChartTests.java,GanttChartTest.java,suite
,,,,,,,GanttChartTests
,,,,,,,setUp
,,,,,,,testDrawWithNullInfo
,,,,,,,testDrawWithNullInfo2
,,,,,,,testReplaceDataset
,,,,,,,testSetSeriesToolTipGenerator
,,,,,,,testSetSeriesURLGenerator
,,,,,,,createGanttChart
,,,,,,,createDataset
,,,,,,,date
,,,,,,,chartChanged
,,,,,tests/org/jfree/chart/HashUtilitiesTests.java,HashUtilitiesTest.java,suite
